id,gender,nativeName,acronym,penName,knownName.en,knownName.se,knownName.no,givenName.en,givenName.se,givenName.no,familyName.en,familyName.se,familyName.no,fullName.en,fullName.se,fullName.no,birth.date,birth.place.city.en,birth.place.city.no,birth.place.city.se,birth.place.country.en,birth.place.country.no,birth.place.country.se,birth.place.cityNow.en,birth.place.cityNow.no,birth.place.cityNow.se,birth.place.countryNow.en,birth.place.countryNow.no,birth.place.countryNow.se,birth.place.continent.en,birth.place.locationString.en,birth.place.locationString.no,birth.place.locationString.se,wikipedia.slug,wikipedia.english,wikidata.id,wikidata.url,links.rel,links.href,links.action,links.types,death.date,death.place.city.en,death.place.city.no,death.place.city.se,death.place.country.en,death.place.country.no,death.place.country.se,death.place.cityNow.en,death.place.cityNow.no,death.place.cityNow.se,death.place.countryNow.en,death.place.countryNow.no,death.place.countryNow.se,death.place.continent.en,death.place.locationString.en,death.place.locationString.no,death.place.locationString.se,orgName.en,orgName.se,orgName.no,founded.date,founded.place.city.en,founded.place.city.no,founded.place.city.se,founded.place.country.en,founded.place.country.no,founded.place.country.se,founded.place.cityNow.en,founded.place.cityNow.no,founded.place.cityNow.se,founded.place.countryNow.en,founded.place.countryNow.no,founded.place.countryNow.se,founded.place.continent.en,founded.place.locationString.en,founded.place.locationString.no,founded.place.locationString.se,birthCountry.en,birthCountry.no,birthCountry.se,birthCountryNow.en,birthCountryNow.no,birthCountryNow.se,birthContinent.en
745,male,NA,NA,NA,A. Michael Spence,A. Michael Spence,NA,A. Michael,A. Michael,NA,Spence,Spence,NA,A. Michael Spence,A. Michael Spence,NA,1943-00-00,"Montclair, NJ","Montclair, NJ","Montclair, NJ",USA,USA,USA,"Montclair, NJ","Montclair, NJ","Montclair, NJ",USA,USA,USA,North America,"Montclair, NJ, USA","Montclair, NJ, USA","Montclair, NJ, USA",Michael_Spence,https://en.wikipedia.org/wiki/Michael_Spence,Q157245,https://www.wikidata.org/wiki/Q157245,laureate,https://api.nobelprize.org/2/laureate/745,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,male,NA,NA,NA,Aage N. Bohr,Aage N. Bohr,NA,Aage N.,Aage N.,NA,Bohr,Bohr,NA,Aage Niels Bohr,Aage Niels Bohr,NA,1922-06-19,Copenhagen,København,Köpenhamn,Denmark,Danmark,Danmark,Copenhagen,København,Köpenhamn,Denmark,Danmark,Danmark,Europe,"Copenhagen, Denmark","København, Danmark","Köpenhamn, Danmark",Aage_Bohr,https://en.wikipedia.org/wiki/Aage_Bohr,Q103854,https://www.wikidata.org/wiki/Q103854,laureate,https://api.nobelprize.org/2/laureate/102,Get,application/json,2009-09-08,Copenhagen,København,Köpenhamn,Denmark,Danmark,Danmark,Copenhagen,København,Köpenhamn,Denmark,Danmark,Danmark,Europe,"Copenhagen, Denmark","København, Danmark","Köpenhamn, Danmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,male,NA,NA,NA,Aaron Ciechanover,Aaron Ciechanover,NA,Aaron,Aaron,NA,Ciechanover,Ciechanover,NA,Aaron Ciechanover,Aaron Ciechanover,NA,1947-10-01,Haifa,Haifa,Haifa,British Protectorate of Palestine,British i Palestina,British Protectorate of Palestine,Haifa,Haifa,Haifa,Israel,Israel,Israel,Asia,"Haifa, British Protectorate of Palestine (now Israel)","Haifa, British i Palestina (nå Israel)","Haifa, British Protectorate of Palestine (nu Israel)",Aaron_Ciechanover,https://en.wikipedia.org/wiki/Aaron_Ciechanover,Q233205,https://www.wikidata.org/wiki/Q233205,laureate,https://api.nobelprize.org/2/laureate/779,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,male,NA,NA,NA,Aaron Klug,Aaron Klug,NA,Aaron,Aaron,NA,Klug,Klug,NA,Aaron Klug,Aaron Klug,NA,1926-08-11,Zelvas,Zelvas,Zelvas,Lithuania,Litauen,Litauen,Zelvas,Zelvas,Zelvas,Lithuania,Litauen,Litauen,Europe,"Zelvas, Lithuania","Zelvas, Litauen","Zelvas, Litauen",Aaron_Klug,https://en.wikipedia.org/wiki/Aaron_Klug,Q190626,https://www.wikidata.org/wiki/Q190626,laureate,https://api.nobelprize.org/2/laureate/259,Get,application/json,2018-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,male,NA,NA,NA,Abdus Salam,Abdus Salam,NA,Abdus,Abdus,NA,Salam,Salam,NA,Abdus Salam,Abdus Salam,NA,1926-01-29,Jhang Maghiāna,Jhang Maghiāna,Jhang Maghiāna,India,India,Indien,Jhang Maghiāna,Jhang Maghiāna,Jhang Maghiāna,Pakistan,Pakistan,Pakistan,Asia,"Jhang Maghiāna, India (now Pakistan)","Jhang Maghiāna, India (nå Pakistan)","Jhang Maghiāna, Indien (nu Pakistan)",Abdus_Salam,https://en.wikipedia.org/wiki/Abdus_Salam,Q28189,https://www.wikidata.org/wiki/Q28189,laureate,https://api.nobelprize.org/2/laureate/114,Get,application/json,1996-11-21,Oxford,Oxford,Oxford,United Kingdom,Storbritannia,Storbritannien,Oxford,Oxford,Oxford,United Kingdom,Storbritannia,Storbritannien,Europe,"Oxford, United Kingdom","Oxford, Storbritannia","Oxford, Storbritannien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,male,NA,NA,NA,Abhijit Banerjee,Abhijit Banerjee,NA,Abhijit,Abhijit,NA,Banerjee,Banerjee,NA,Abhijit Banerjee,Abhijit Banerjee,NA,1961-02-21,Mumbai,Mumbai,Mumbai,India,India,Indien,Mumbai,Mumbai,Mumbai,India,India,Indien,Asia,"Mumbai, India","Mumbai, India","Mumbai, Indien",Abhijit_Banerjee,https://en.wikipedia.org/wiki/Abhijit_Banerjee,Q320578,https://www.wikidata.org/wiki/Q320578,laureate,https://api.nobelprize.org/2/laureate/982,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
981,male,NA,NA,NA,Abiy Ahmed Ali,Abiy Ahmed Ali,NA,Abiy,Abiy,NA,Ahmed Ali,Ahmed Ali,NA,Abiy Ahmed Ali,Abiy Ahmed Ali,NA,1976-08-15,Beshasha,Beshasha,Beshasha,Ethiopia,Etiopia,Etiopien,Beshasha,Beshasha,Beshasha,Ethiopia,Etiopia,Etiopien,Africa,"Beshasha, Ethiopia","Beshasha, Etiopia","Beshasha, Etiopien",Abiy_Ahmed,https://en.wikipedia.org/wiki/Abiy_Ahmed,Q50365049,https://www.wikidata.org/wiki/Q50365049,laureate,https://api.nobelprize.org/2/laureate/981,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,female,NA,NA,NA,Ada E. Yonath,Ada E. Yonath,NA,Ada E.,Ada E.,NA,Yonath,Yonath,NA,Ada E. Yonath,Ada E. Yonath,NA,1939-06-22,Jerusalem,Jerusalem,Jerusalem,British Mandate of Palestine,Palestinamandatet,Brittiska Palestinamandatet,Jerusalem,Jerusalem,Jerusalem,Israel,Israel,Israel,Asia,"Jerusalem, British Mandate of Palestine (now Israel)","Jerusalem, Palestinamandatet (nå Israel)","Jerusalem, Brittiska Palestinamandatet (nu Israel)",Ada_Yonath,https://en.wikipedia.org/wiki/Ada_Yonath,Q7426,https://www.wikidata.org/wiki/Q7426,laureate,https://api.nobelprize.org/2/laureate/843,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
866,male,NA,NA,NA,Adam G. Riess,Adam G. Riess,NA,Adam G.,Adam G.,NA,Riess,Riess,NA,Adam G. Riess,Adam G. Riess,NA,1969-12-16,"Washington, DC","Washington, DC","Washington, DC",USA,USA,USA,"Washington, DC","Washington, DC","Washington, DC",USA,USA,USA,North America,"Washington, DC, USA","Washington, DC, USA","Washington, DC, USA",Adam_Riess,https://en.wikipedia.org/wiki/Adam_Riess,Q106454,https://www.wikidata.org/wiki/Q106454,laureate,https://api.nobelprize.org/2/laureate/866,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,male,NA,NA,NA,Adolf Butenandt,Adolf Butenandt,NA,Adolf,Adolf,NA,Butenandt,Butenandt,NA,Adolf Friedrich Johann Butenandt,Adolf Friedrich Johann Butenandt,NA,1903-03-24,Bremerhaven-Lehe,Bremerhaven-Lehe,Bremerhaven-Lehe,Germany,Tyskland,Tyskland,Bremerhaven-Lehe,Bremerhaven-Lehe,Bremerhaven-Lehe,Germany,Tyskland,Tyskland,Europe,"Bremerhaven-Lehe, Germany","Bremerhaven-Lehe, Tyskland","Bremerhaven-Lehe, Tyskland",Adolf_Butenandt,https://en.wikipedia.org/wiki/Adolf_Butenandt,Q5327,https://www.wikidata.org/wiki/Q5327,laureate,https://api.nobelprize.org/2/laureate/199,Get,application/json,1995-01-18,Munich,München,München,Germany,Tyskland,Tyskland,Munich,München,München,Germany,Tyskland,Tyskland,Europe,"Munich, Germany","München, Tyskland","München, Tyskland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,male,NA,NA,NA,Adolf von Baeyer,Adolf von Baeyer,NA,Adolf,Adolf,NA,von Baeyer,von Baeyer,NA,Johann Friedrich Wilhelm Adolf von Baeyer,Johann Friedrich Wilhelm Adolf von Baeyer,NA,1835-10-31,Berlin,Berlin,Berlin,Prussia,Preussen,Preussen,Berlin,Berlin,Berlin,Germany,Tyskland,Tyskland,Europe,"Berlin, Prussia (now Germany)","Berlin, Preussen (nå Tyskland)","Berlin, Preussen (nu Tyskland)",Adolf_von_Baeyer,https://en.wikipedia.org/wiki/Adolf_von_Baeyer,Q57078,https://www.wikidata.org/wiki/Q57078,laureate,https://api.nobelprize.org/2/laureate/164,Get,application/json,1917-08-20,Starnberg,Starnberg,Starnberg,Germany,Tyskland,Tyskland,Starnberg,Starnberg,Starnberg,Germany,Tyskland,Tyskland,Europe,"Starnberg, Germany","Starnberg, Tyskland","Starnberg, Tyskland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,male,NA,NA,NA,Adolf Windaus,Adolf Windaus,NA,Adolf,Adolf,NA,Windaus,Windaus,NA,Adolf Otto Reinhold Windaus,Adolf Otto Reinhold Windaus,NA,1876-12-25,Berlin,Berlin,Berlin,Germany,Tyskland,Tyskland,Berlin,Berlin,Berlin,Germany,Tyskland,Tyskland,Europe,"Berlin, Germany","Berlin, Tyskland","Berlin, Tyskland",Adolf_Otto_Reinhold_Windaus,https://en.wikipedia.org/wiki/Adolf_Otto_Reinhold_Windaus,Q77142,https://www.wikidata.org/wiki/Q77142,laureate,https://api.nobelprize.org/2/laureate/185,Get,application/json,1959-06-09,Göttingen,Göttingen,Göttingen,West Germany,Vest-Tyskland,Västtyskland,Göttingen,Göttingen,Göttingen,Germany,Tyskland,Tyskland,Europe,"Göttingen, West Germany (now Germany)","Göttingen, Vest-Tyskland (nå Tyskland)","Göttingen, Västtyskland (nu Tyskland)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,male,NA,NA,NA,Adolfo Pérez Esquivel,Adolfo Pérez Esquivel,NA,Adolfo,Adolfo,NA,Pérez Esquivel,Pérez Esquivel,NA,Adolfo Pérez Esquivel,Adolfo Pérez Esquivel,NA,1931-11-26,Buenos Aires,Buenos Aires,Buenos Aires,Argentina,Argentina,Argentina,Buenos Aires,Buenos Aires,Buenos Aires,Argentina,Argentina,Argentina,South America,"Buenos Aires, Argentina","Buenos Aires, Argentina","Buenos Aires, Argentina",Adolfo_Pérez_Esquivel,https://en.wikipedia.org/wiki/Adolfo_Pérez_Esquivel,Q206505,https://www.wikidata.org/wiki/Q206505,laureate,https://api.nobelprize.org/2/laureate/541,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,male,NA,NA,NA,Ahmed Zewail,Ahmed Zewail,NA,Ahmed,Ahmed,NA,Zewail,Zewail,NA,Ahmed H. Zewail,Ahmed H. Zewail,NA,1946-02-26,Damanhur,Damanhur,Damanhur,Egypt,Egypt,Egypten,Damanhur,Damanhur,Damanhur,Egypt,Egypt,Egypten,Africa,"Damanhur, Egypt","Damanhur, Egypt","Damanhur, Egypten",Ahmed_Zewail,https://en.wikipedia.org/wiki/Ahmed_Zewail,Q106624,https://www.wikidata.org/wiki/Q106624,laureate,https://api.nobelprize.org/2/laureate/292,Get,application/json,2016-08-02,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,North America,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,male,NA,NA,NA,Akira Suzuki,Akira Suzuki,NA,Akira,Akira,NA,Suzuki,Suzuki,NA,Akira Suzuki,Akira Suzuki,NA,1930-09-12,Mukawa,Mukawa,Mukawa,Japan,Japan,Japan,Mukawa,Mukawa,Mukawa,Japan,Japan,Japan,Asia,"Mukawa, Japan","Mukawa, Japan","Mukawa, Japan",Akira_Suzuki_(chemist),https://en.wikipedia.org/wiki/Akira_Suzuki_(chemist),Q105949,https://www.wikidata.org/wiki/Q105949,laureate,https://api.nobelprize.org/2/laureate/853,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
978,male,NA,NA,NA,Akira Yoshino,Akira Yoshino,NA,Akira,Akira,NA,Yoshino,Yoshino,NA,Akira Yoshino,Akira Yoshino,NA,1948-01-30,Suita,Suita,Suita,Japan,Japan,Japan,Suita,Suita,Suita,Japan,Japan,Japan,Asia,"Suita, Japan","Suita, Japan","Suita, Japan",Akira_Yoshino,https://en.wikipedia.org/wiki/Akira_Yoshino,Q4701206,https://www.wikidata.org/wiki/Q4701206,laureate,https://api.nobelprize.org/2/laureate/978,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,male,NA,NA,NA,Al Gore,Al Gore,NA,Al,Al,NA,Gore,Gore,NA,Albert Arnold (Al) Gore Jr.,Albert Arnold (Al) Gore Jr.,NA,1948-03-31,"Washington, DC","Washington, DC","Washington, DC",USA,USA,USA,"Washington, DC","Washington, DC","Washington, DC",USA,USA,USA,North America,"Washington, DC, USA","Washington, DC, USA","Washington, DC, USA",Al_Gore,https://en.wikipedia.org/wiki/Al_Gore,Q19673,https://www.wikidata.org/wiki/Q19673,laureate,https://api.nobelprize.org/2/laureate/819,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,male,NA,NA,NA,Alan Heeger,Alan Heeger,NA,Alan,Alan,NA,Heeger,Heeger,NA,Alan J. Heeger,Alan J. Heeger,NA,1936-01-22,"Sioux City, IA","Sioux City, IA","Sioux City, IA",USA,USA,USA,"Sioux City, IA","Sioux City, IA","Sioux City, IA",USA,USA,USA,North America,"Sioux City, IA, USA","Sioux City, IA, USA","Sioux City, IA, USA",Alan_J._Heeger,https://en.wikipedia.org/wiki/Alan_J._Heeger,Q106751,https://www.wikidata.org/wiki/Q106751,laureate,https://api.nobelprize.org/2/laureate/729,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,male,NA,NA,NA,Alan Hodgkin,Alan Hodgkin,NA,Alan,Alan,NA,Hodgkin,Hodgkin,NA,Alan Lloyd Hodgkin,Alan Lloyd Hodgkin,NA,1914-02-05,Banbury,Banbury,Banbury,United Kingdom,Storbritannia,Storbritannien,Banbury,Banbury,Banbury,United Kingdom,Storbritannia,Storbritannien,Europe,"Banbury, United Kingdom","Banbury, Storbritannia","Banbury, Storbritannien",Alan_Lloyd_Hodgkin,https://en.wikipedia.org/wiki/Alan_Lloyd_Hodgkin,Q193650,https://www.wikidata.org/wiki/Q193650,laureate,https://api.nobelprize.org/2/laureate/376,Get,application/json,1998-12-20,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Europe,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,male,NA,NA,NA,Alan MacDiarmid,Alan MacDiarmid,NA,Alan,Alan,NA,MacDiarmid,MacDiarmid,NA,Alan G. MacDiarmid,Alan G. MacDiarmid,NA,1927-04-14,Masterton,Masterton,Masterton,New Zealand,New Zealand,Nya Zeeland,Masterton,Masterton,Masterton,New Zealand,New Zealand,Nya Zeeland,Oceania,"Masterton, New Zealand","Masterton, New Zealand","Masterton, Nya Zeeland",Alan_MacDiarmid,https://en.wikipedia.org/wiki/Alan_MacDiarmid,Q110942,https://www.wikidata.org/wiki/Q110942,laureate,https://api.nobelprize.org/2/laureate/730,Get,application/json,2007-02-07,"Drexel Hill, PA","Drexel Hill, PA","Drexel Hill, PA",USA,USA,USA,"Drexel Hill, PA","Drexel Hill, PA","Drexel Hill, PA",USA,USA,USA,North America,"Drexel Hill, PA, USA","Drexel Hill, PA, USA","Drexel Hill, PA, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,male,NA,NA,NA,Albert A. Michelson,Albert A. Michelson,NA,Albert A.,Albert A.,NA,Michelson,Michelson,NA,Albert Abraham Michelson,Albert Abraham Michelson,NA,1852-12-19,Strelno,Strelno,Strelno,Prussia,Preussen,Preussen,Strzelno,Strzelno,Strzelno,Poland,Polen,Polen,Europe,"Strelno, Prussia (now Strzelno, Poland)","Strelno, Preussen (nå Strzelno, Polen)","Strelno, Preussen (nu Strzelno, Polen)",Albert_Abraham_Michelson,https://en.wikipedia.org/wiki/Albert_Abraham_Michelson,Q127234,https://www.wikidata.org/wiki/Q127234,laureate,https://api.nobelprize.org/2/laureate/11,Get,application/json,1931-05-09,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,North America,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,male,NA,NA,NA,Albert Camus,Albert Camus,NA,Albert,Albert,NA,Camus,Camus,NA,Albert Camus,Albert Camus,NA,1913-11-07,Mondovi,Mondovi,Mondovi,French Algeria,fransk Algerie,Franska Algeriet,Mondovi,Mondovi,Mondovi,Algeria,Algerie,Algeriet,Africa,"Mondovi, French Algeria (now Algeria)","Mondovi, fransk Algerie (nå Algerie)","Mondovi, Franska Algeriet (nu Algeriet)",Albert_Camus,https://en.wikipedia.org/wiki/Albert_Camus,Q34670,https://www.wikidata.org/wiki/Q34670,laureate,https://api.nobelprize.org/2/laureate/628,Get,application/json,1960-01-04,Sens,Sens,Sens,France,Frankrike,Frankrike,Sens,Sens,Sens,France,Frankrike,Frankrike,Europe,"Sens, France","Sens, Frankrike","Sens, Frankrike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,male,NA,NA,NA,Albert Claude,Albert Claude,NA,Albert,Albert,NA,Claude,Claude,NA,Albert Claude,Albert Claude,NA,1898-08-24,Longlier,Longlier,Longlier,Belgium,Belgia,Belgien,Longlier,Longlier,Longlier,Belgium,Belgia,Belgien,Europe,"Longlier, Belgium","Longlier, Belgia","Longlier, Belgien",Albert_Claude,https://en.wikipedia.org/wiki/Albert_Claude,Q233943,https://www.wikidata.org/wiki/Q233943,laureate,https://api.nobelprize.org/2/laureate/403,Get,application/json,1983-05-22,Brussels,Brussel,Bryssel,Belgium,Belgia,Belgien,Brussels,Brussel,Bryssel,Belgium,Belgia,Belgien,Europe,"Brussels, Belgium","Brussel, Belgia","Bryssel, Belgien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,male,NA,NA,NA,Albert Einstein,Albert Einstein,NA,Albert,Albert,NA,Einstein,Einstein,NA,Albert Einstein,Albert Einstein,NA,1879-03-14,Ulm,Ulm,Ulm,Germany,Tyskland,Tyskland,Ulm,Ulm,Ulm,Germany,Tyskland,Tyskland,Europe,"Ulm, Germany","Ulm, Tyskland","Ulm, Tyskland",Albert_Einstein,https://en.wikipedia.org/wiki/Albert_Einstein,Q937,https://www.wikidata.org/wiki/Q937,laureate,https://api.nobelprize.org/2/laureate/26,Get,application/json,1955-04-18,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,North America,"Princeton, NJ, USA","Princeton, NJ, USA","Princeton, NJ, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,male,NA,NA,NA,Albert Fert,Albert Fert,NA,Albert,Albert,NA,Fert,Fert,NA,Albert Fert,Albert Fert,NA,1938-03-07,Carcassonne,Carcassonne,Carcassonne,France,Frankrike,Frankrike,Carcassonne,Carcassonne,Carcassonne,France,Frankrike,Frankrike,Europe,"Carcassonne, France","Carcassonne, Frankrike","Carcassonne, Frankrike",Albert_Fert,https://en.wikipedia.org/wiki/Albert_Fert,Q153219,https://www.wikidata.org/wiki/Q153219,laureate,https://api.nobelprize.org/2/laureate/814,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,male,NA,NA,NA,Albert Gobat,Albert Gobat,NA,Albert,Albert,NA,Gobat,Gobat,NA,Charles Albert Gobat,Charles Albert Gobat,NA,1843-05-21,Tramelan,Tramelan,Tramelan,Switzerland,Sveits,Schweiz,Tramelan,Tramelan,Tramelan,Switzerland,Sveits,Schweiz,Europe,"Tramelan, Switzerland","Tramelan, Sveits","Tramelan, Schweiz",Charles_Albert_Gobat,https://en.wikipedia.org/wiki/Charles_Albert_Gobat,Q179458,https://www.wikidata.org/wiki/Q179458,laureate,https://api.nobelprize.org/2/laureate/465,Get,application/json,1914-03-16,Bern,Bern,Bern,Switzerland,Sveits,Schweiz,Bern,Bern,Bern,Switzerland,Sveits,Schweiz,Europe,"Bern, Switzerland","Bern, Sveits","Bern, Schweiz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,male,NA,NA,NA,Albert Luthuli,Albert Luthuli,NA,Albert,Albert,NA,Luthuli,Luthuli,NA,Albert John Luthuli,Albert John Luthuli,NA,1898-00-00,Bulawayo,Bulawayo,Bulawayo,Southern Rhodesia,Sør-Rhodesia,Södra Rhodesien,Bulawayo,Bulawayo,Bulawayo,Zimbabwe,Zimbabwe,Zimbabwe,Africa,"Bulawayo, Southern Rhodesia (now Zimbabwe)","Bulawayo, Sør-Rhodesia (nå Zimbabwe)","Bulawayo, Södra Rhodesien (nu Zimbabwe)",Albert_Lutuli,https://en.wikipedia.org/wiki/Albert_Lutuli,Q212955,https://www.wikidata.org/wiki/Q212955,laureate,https://api.nobelprize.org/2/laureate/519,Get,application/json,1967-07-21,Stanger,Stanger,Stanger,South Africa,Sør-Afrika,Sydafrika,Stanger,Stanger,Stanger,South Africa,Sør-Afrika,Sydafrika,Africa,"Stanger, South Africa","Stanger, Sør-Afrika","Stanger, Sydafrika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
