id,gender,nativeName,acronym,penName,knownName.en,knownName.se,knownName.no,givenName.en,givenName.se,givenName.no,familyName.en,familyName.se,familyName.no,fullName.en,fullName.se,fullName.no,birth.date,birth.place.city.en,birth.place.city.no,birth.place.city.se,birth.place.country.en,birth.place.country.no,birth.place.country.se,birth.place.cityNow.en,birth.place.cityNow.no,birth.place.cityNow.se,birth.place.countryNow.en,birth.place.countryNow.no,birth.place.countryNow.se,birth.place.continent.en,birth.place.locationString.en,birth.place.locationString.no,birth.place.locationString.se,wikipedia.slug,wikipedia.english,wikidata.id,wikidata.url,links.rel,links.href,links.action,links.types,death.date,death.place.city.en,death.place.city.no,death.place.city.se,death.place.country.en,death.place.country.no,death.place.country.se,death.place.cityNow.en,death.place.cityNow.no,death.place.cityNow.se,death.place.countryNow.en,death.place.countryNow.no,death.place.countryNow.se,death.place.continent.en,death.place.locationString.en,death.place.locationString.no,death.place.locationString.se,orgName.en,orgName.se,orgName.no,founded.date,founded.place.city.en,founded.place.city.no,founded.place.city.se,founded.place.country.en,founded.place.country.no,founded.place.country.se,founded.place.cityNow.en,founded.place.cityNow.no,founded.place.cityNow.se,founded.place.countryNow.en,founded.place.countryNow.no,founded.place.countryNow.se,founded.place.continent.en,founded.place.locationString.en,founded.place.locationString.no,founded.place.locationString.se,birthCountry.en,birthCountry.no,birthCountry.se,birthCountryNow.en,birthCountryNow.no,birthCountryNow.se,birthContinent.en
264,male,NA,NA,NA,Dudley R. Herschbach,Dudley R. Herschbach,NA,Dudley R.,Dudley R.,NA,Herschbach,Herschbach,NA,Dudley R. Herschbach,Dudley R. Herschbach,NA,1932-06-18,"San José, CA","San José, CA","San José, CA",USA,USA,USA,"San José, CA","San José, CA","San José, CA",USA,USA,USA,North America,"San José, CA, USA","San José, CA, USA","San José, CA, USA",Dudley_R._Herschbach,https://en.wikipedia.org/wiki/Dudley_R._Herschbach,Q243196,https://www.wikidata.org/wiki/Q243196,laureate,https://api.nobelprize.org/2/laureate/264,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,male,NA,NA,NA,E. Donnall Thomas,E. Donnall Thomas,NA,E. Donnall,E. Donnall,NA,Thomas,Thomas,NA,E. Donnall Thomas,E. Donnall Thomas,NA,1920-03-15,"Mart, TX","Mart, TX","Mart, TX",USA,USA,USA,"Mart, TX","Mart, TX","Mart, TX",USA,USA,USA,North America,"Mart, TX, USA","Mart, TX, USA","Mart, TX, USA",E._Donnall_Thomas,https://en.wikipedia.org/wiki/E._Donnall_Thomas,Q310485,https://www.wikidata.org/wiki/Q310485,laureate,https://api.nobelprize.org/2/laureate/443,Get,application/json,2012-10-20,"Seattle, WA","Seattle, WA","Seattle, WA",USA,USA,USA,"Seattle, WA","Seattle, WA","Seattle, WA",USA,USA,USA,North America,"Seattle, WA, USA","Seattle, WA, USA","Seattle, WA, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,male,NA,NA,NA,E. M. Purcell,E. M. Purcell,NA,E. M.,E. M.,NA,Purcell,Purcell,NA,Edward Mills Purcell,Edward Mills Purcell,NA,1912-08-30,"Taylorville, IL","Taylorville, IL","Taylorville, IL",USA,USA,USA,"Taylorville, IL","Taylorville, IL","Taylorville, IL",USA,USA,USA,North America,"Taylorville, IL, USA","Taylorville, IL, USA","Taylorville, IL, USA",Edward_Mills_Purcell,https://en.wikipedia.org/wiki/Edward_Mills_Purcell,Q183270,https://www.wikidata.org/wiki/Q183270,laureate,https://api.nobelprize.org/2/laureate/59,Get,application/json,1997-03-07,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,North America,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,male,NA,NA,NA,"Earl W. Sutherland, Jr.","Earl W. Sutherland, Jr.",NA,Earl W.,Earl W.,NA,"Sutherland, Jr.","Sutherland, Jr.",NA,"Earl W. Sutherland, Jr.","Earl W. Sutherland, Jr.",NA,1915-11-19,"Burlingame, KS","Burlingame, KS","Burlingame, KS",USA,USA,USA,"Burlingame, KS","Burlingame, KS","Burlingame, KS",USA,USA,USA,North America,"Burlingame, KS, USA","Burlingame, KS, USA","Burlingame, KS, USA","Earl_Wilbur_Sutherland,_Jr.","https://en.wikipedia.org/wiki/Earl_Wilbur_Sutherland,_Jr.",Q68118,https://www.wikidata.org/wiki/Q68118,laureate,https://api.nobelprize.org/2/laureate/397,Get,application/json,1974-03-09,"Miami, FL","Miami, FL","Miami, FL",USA,USA,USA,"Miami, FL","Miami, FL","Miami, FL",USA,USA,USA,North America,"Miami, FL, USA","Miami, FL, USA","Miami, FL, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,male,NA,NA,NA,Edgar Adrian,Edgar Adrian,NA,Edgar,Edgar,NA,Adrian,Adrian,NA,Edgar Douglas Adrian,Edgar Douglas Adrian,NA,1889-11-30,London,London,London,United Kingdom,Storbritannia,Storbritannien,London,London,London,United Kingdom,Storbritannia,Storbritannien,Europe,"London, United Kingdom","London, Storbritannia","London, Storbritannien","Edgar_Adrian,_1st_Baron_Adrian","https://en.wikipedia.org/wiki/Edgar_Adrian,_1st_Baron_Adrian",Q231292,https://www.wikidata.org/wiki/Q231292,laureate,https://api.nobelprize.org/2/laureate/324,Get,application/json,1977-08-08,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Europe,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,male,NA,NA,NA,Edmond H. Fischer,Edmond H. Fischer,NA,Edmond H.,Edmond H.,NA,Fischer,Fischer,NA,Edmond H. Fischer,Edmond H. Fischer,NA,1920-04-06,Shanghai,Shanghai,Shanghai,China,Kina,Kina,Shanghai,Shanghai,Shanghai,China,Kina,Kina,Asia,"Shanghai, China","Shanghai, Kina","Shanghai, Kina",Edmond_H._Fischer,https://en.wikipedia.org/wiki/Edmond_H._Fischer,Q109726,https://www.wikidata.org/wiki/Q109726,laureate,https://api.nobelprize.org/2/laureate/446,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,male,NA,NA,NA,Edmund S. Phelps,Edmund S. Phelps,NA,Edmund S.,Edmund S.,NA,Phelps,Phelps,NA,Edmund S. Phelps,Edmund S. Phelps,NA,1933-07-26,"Evanston, IL","Evanston, IL","Evanston, IL",USA,USA,USA,"Evanston, IL","Evanston, IL","Evanston, IL",USA,USA,USA,North America,"Evanston, IL, USA","Evanston, IL, USA","Evanston, IL, USA",Edmund_Phelps,https://en.wikipedia.org/wiki/Edmund_Phelps,Q192566,https://www.wikidata.org/wiki/Q192566,laureate,https://api.nobelprize.org/2/laureate/807,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,male,NA,NA,NA,Eduard Buchner,Eduard Buchner,NA,Eduard,Eduard,NA,Buchner,Buchner,NA,Eduard Buchner,Eduard Buchner,NA,1860-05-20,Munich,München,München,Bavaria,Bayern,Bayern,Munich,München,München,Germany,Tyskland,Tyskland,Europe,"Munich, Bavaria (now Germany)","München, Bayern (nå Tyskland)","München, Bayern (nu Tyskland)",Eduard_Buchner,https://en.wikipedia.org/wiki/Eduard_Buchner,Q43917,https://www.wikidata.org/wiki/Q43917,laureate,https://api.nobelprize.org/2/laureate/166,Get,application/json,1917-08-13,Focsani,Focşani,Focsani,Romania,Romania,Rumänien,Focsani,Focşani,Focsani,Romania,Romania,Rumänien,Europe,"Focsani, Romania","Focşani, Romania","Focsani, Rumänien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,male,NA,NA,NA,Edvard I. Moser,Edvard I. Moser,NA,Edvard I.,Edvard I.,NA,Moser,Moser,NA,Edvard I. Moser,Edvard I. Moser,NA,1962-04-27,Ålesund,Ålesund,Ålesund,Norway,Norge,Norge,Ålesund,Ålesund,Ålesund,Norway,Norge,Norge,Europe,"Ålesund, Norway","Ålesund, Norge","Ålesund, Norge",Edvard_Moser,https://en.wikipedia.org/wiki/Edvard_Moser,Q5341373,https://www.wikidata.org/wiki/Q5341373,laureate,https://api.nobelprize.org/2/laureate/905,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,male,NA,NA,NA,Edward A. Doisy,Edward A. Doisy,NA,Edward A.,Edward A.,NA,Doisy,Doisy,NA,Edward Adelbert Doisy,Edward Adelbert Doisy,NA,1893-11-13,"Hume, IL","Hume, IL","Hume, IL",USA,USA,USA,"Hume, IL","Hume, IL","Hume, IL",USA,USA,USA,North America,"Hume, IL, USA","Hume, IL, USA","Hume, IL, USA",Edward_Adelbert_Doisy,https://en.wikipedia.org/wiki/Edward_Adelbert_Doisy,Q230612,https://www.wikidata.org/wiki/Q230612,laureate,https://api.nobelprize.org/2/laureate/336,Get,application/json,1986-10-23,"St. Louis, MO","St. Louis, MO","St. Louis, MO",USA,USA,USA,"St. Louis, MO","St. Louis, MO","St. Louis, MO",USA,USA,USA,North America,"St. Louis, MO, USA","St. Louis, MO, USA","St. Louis, MO, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,male,NA,NA,NA,Edward B. Lewis,Edward B. Lewis,NA,Edward B.,Edward B.,NA,Lewis,Lewis,NA,Edward B. Lewis,Edward B. Lewis,NA,1918-05-20,"Wilkes-Barre, PA","Wilkes-Barre, PA","Wilkes-Barre, PA",USA,USA,USA,"Wilkes-Barre, PA","Wilkes-Barre, PA","Wilkes-Barre, PA",USA,USA,USA,North America,"Wilkes-Barre, PA, USA","Wilkes-Barre, PA, USA","Wilkes-Barre, PA, USA",Edward_B._Lewis,https://en.wikipedia.org/wiki/Edward_B._Lewis,Q274123,https://www.wikidata.org/wiki/Q274123,laureate,https://api.nobelprize.org/2/laureate/452,Get,application/json,2004-07-21,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,North America,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,male,NA,NA,NA,Edward C. Kendall,Edward C. Kendall,NA,Edward C.,Edward C.,NA,Kendall,Kendall,NA,Edward Calvin Kendall,Edward Calvin Kendall,NA,1886-03-08,"South Norwalk, CT","Sør-Norwalk, CT","South Norwalk, CT",USA,USA,USA,"South Norwalk, CT","Sør-Norwalk, CT","South Norwalk, CT",USA,USA,USA,North America,"South Norwalk, CT, USA","Sør-Norwalk, CT, USA","South Norwalk, CT, USA",Edward_Calvin_Kendall,https://en.wikipedia.org/wiki/Edward_Calvin_Kendall,Q110101,https://www.wikidata.org/wiki/Q110101,laureate,https://api.nobelprize.org/2/laureate/349,Get,application/json,1972-05-04,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,North America,"Princeton, NJ, USA","Princeton, NJ, USA","Princeton, NJ, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
787,male,NA,NA,NA,Edward C. Prescott,Edward C. Prescott,NA,Edward C.,Edward C.,NA,Prescott,Prescott,NA,Edward C. Prescott,Edward C. Prescott,NA,1940-12-26,"Glens Falls, NY","Glens Falls, NY","Glens Falls, NY",USA,USA,USA,"Glens Falls, NY","Glens Falls, NY","Glens Falls, NY",USA,USA,USA,North America,"Glens Falls, NY, USA","Glens Falls, NY, USA","Glens Falls, NY, USA",Edward_C._Prescott,https://en.wikipedia.org/wiki/Edward_C._Prescott,Q312585,https://www.wikidata.org/wiki/Q312585,laureate,https://api.nobelprize.org/2/laureate/787,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,male,NA,NA,NA,Edward Tatum,Edward Tatum,NA,Edward,Edward,NA,Tatum,Tatum,NA,Edward Lawrie Tatum,Edward Lawrie Tatum,NA,1909-12-14,"Boulder, CO","Boulder, CO","Boulder, CO",USA,USA,USA,"Boulder, CO","Boulder, CO","Boulder, CO",USA,USA,USA,North America,"Boulder, CO, USA","Boulder, CO, USA","Boulder, CO, USA",Edward_Lawrie_Tatum,https://en.wikipedia.org/wiki/Edward_Lawrie_Tatum,Q237499,https://www.wikidata.org/wiki/Q237499,laureate,https://api.nobelprize.org/2/laureate/365,Get,application/json,1975-11-05,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,North America,"New York, NY, USA","New York, NY, USA","New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,male,NA,NA,NA,Edward V. Appleton,Edward V. Appleton,NA,Edward V.,Edward V.,NA,Appleton,Appleton,NA,Sir Edward Victor Appleton,Sir Edward Victor Appleton,NA,1892-09-06,Bradford,Bradford,Bradford,United Kingdom,Storbritannia,Storbritannien,Bradford,Bradford,Bradford,United Kingdom,Storbritannia,Storbritannien,Europe,"Bradford, United Kingdom","Bradford, Storbritannia","Bradford, Storbritannien",Edward_Victor_Appleton,https://en.wikipedia.org/wiki/Edward_Victor_Appleton,Q153194,https://www.wikidata.org/wiki/Q153194,laureate,https://api.nobelprize.org/2/laureate/52,Get,application/json,1965-04-21,Edinburgh,Edinburgh,Edinburgh,Scotland,Skottland,Skottland,Edinburgh,Edinburgh,Edinburgh,Scotland,Skottland,Skottland,Europe,"Edinburgh, Scotland","Edinburgh, Skottland","Edinburgh, Skottland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,male,NA,NA,NA,Edwin G. Krebs,Edwin G. Krebs,NA,Edwin G.,Edwin G.,NA,Krebs,Krebs,NA,Edwin G. Krebs,Edwin G. Krebs,NA,1918-06-06,"Lansing, IA","Lansing, IA","Lansing, IA",USA,USA,USA,"Lansing, IA","Lansing, IA","Lansing, IA",USA,USA,USA,North America,"Lansing, IA, USA","Lansing, IA, USA","Lansing, IA, USA",Edwin_G._Krebs,https://en.wikipedia.org/wiki/Edwin_G._Krebs,Q109731,https://www.wikidata.org/wiki/Q109731,laureate,https://api.nobelprize.org/2/laureate/447,Get,application/json,2009-12-21,"Seattle, WA","Seattle, WA","Seattle, WA",USA,USA,USA,"Seattle, WA","Seattle, WA","Seattle, WA",USA,USA,USA,North America,"Seattle, WA, USA","Seattle, WA, USA","Seattle, WA, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,male,NA,NA,NA,Edwin M. McMillan,Edwin M. McMillan,NA,Edwin M.,Edwin M.,NA,McMillan,McMillan,NA,Edwin Mattison McMillan,Edwin Mattison McMillan,NA,1907-09-18,"Redondo Beach, CA","Redondo Beach, CA","Redondo Beach, CA",USA,USA,USA,"Redondo Beach, CA","Redondo Beach, CA","Redondo Beach, CA",USA,USA,USA,North America,"Redondo Beach, CA, USA","Redondo Beach, CA, USA","Redondo Beach, CA, USA",Edwin_McMillan,https://en.wikipedia.org/wiki/Edwin_McMillan,Q19009,https://www.wikidata.org/wiki/Q19009,laureate,https://api.nobelprize.org/2/laureate/212,Get,application/json,1991-09-07,"El Cerrito, CA","El Cerrito, CA","El Cerrito, CA",USA,USA,USA,"El Cerrito, CA","El Cerrito, CA","El Cerrito, CA",USA,USA,USA,North America,"El Cerrito, CA, USA","El Cerrito, CA, USA","El Cerrito, CA, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,male,NA,NA,NA,Egas Moniz,Egas Moniz,NA,Egas,Egas,NA,Moniz,Moniz,NA,Antonio Caetano de Abreu Freire Egas Moniz,Antonio Caetano de Abreu Freire Egas Moniz,NA,1874-11-29,Avanca,Avanca,Avanca,Portugal,Portugal,Portugal,Avanca,Avanca,Avanca,Portugal,Portugal,Portugal,Europe,"Avanca, Portugal","Avanca, Portugal","Avanca, Portugal",António_Egas_Moniz,https://en.wikipedia.org/wiki/António_Egas_Moniz,Q273219,https://www.wikidata.org/wiki/Q273219,laureate,https://api.nobelprize.org/2/laureate/348,Get,application/json,1955-12-13,Lisbon,Lisboa,Lissabon,Portugal,Portugal,Portugal,Lisbon,Lisboa,Lissabon,Portugal,Portugal,Portugal,Europe,"Lisbon, Portugal","Lisboa, Portugal","Lissabon, Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,male,NA,NA,NA,Ei-ichi Negishi,Ei-ichi Negishi,NA,Ei-ichi,Ei-ichi,NA,Negishi,Negishi,NA,Ei-ichi Negishi,Ei-ichi Negishi,NA,1935-07-14,Changchun,Changchun,Changchun,China,Kina,Kina,Changchun,Changchun,Changchun,China,Kina,Kina,Asia,"Changchun, China","Changchun, Kina","Changchun, Kina",Ei-ichi_Negishi,https://en.wikipedia.org/wiki/Ei-ichi_Negishi,Q105927,https://www.wikidata.org/wiki/Q105927,laureate,https://api.nobelprize.org/2/laureate/852,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,male,NA,NA,NA,Eisaku Sato,Eisaku Sato,NA,Eisaku,Eisaku,NA,Sato,Sato,NA,Eisaku Sato,Eisaku Sato,NA,1901-03-27,Tabuse,Tabuse,Tabuse,Japan,Japan,Japan,Tabuse,Tabuse,Tabuse,Japan,Japan,Japan,Asia,"Tabuse, Japan","Tabuse, Japan","Tabuse, Japan",Eisaku_Satō,https://en.wikipedia.org/wiki/Eisaku_Satō,Q179871,https://www.wikidata.org/wiki/Q179871,laureate,https://api.nobelprize.org/2/laureate/533,Get,application/json,1975-06-03,Tokyo,Tokyo,Tokyo,Japan,Japan,Japan,Tokyo,Tokyo,Tokyo,Japan,Japan,Japan,Asia,"Tokyo, Japan","Tokyo, Japan","Tokyo, Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,female,NA,NA,NA,Elfriede Jelinek,Elfriede Jelinek,NA,Elfriede,Elfriede,NA,Jelinek,Jelinek,NA,Elfriede Jelinek,Elfriede Jelinek,NA,1946-10-20,Mürzzuschlag,Mürzzuschlag,Mürzzuschlag,Austria,Østerrike,Österrike,Mürzzuschlag,Mürzzuschlag,Mürzzuschlag,Austria,Østerrike,Österrike,Europe,"Mürzzuschlag, Austria","Mürzzuschlag, Østerrike","Mürzzuschlag, Österrike",Elfriede_Jelinek,https://en.wikipedia.org/wiki/Elfriede_Jelinek,Q47243,https://www.wikidata.org/wiki/Q47243,laureate,https://api.nobelprize.org/2/laureate/782,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,male,NA,NA,NA,Elias Canetti,Elias Canetti,NA,Elias,Elias,NA,Canetti,Canetti,NA,Elias Canetti,Elias Canetti,NA,1905-07-25,Ruse,Ruse,Ruse,Bulgaria,Bulgaria,Bulgarien,Ruse,Ruse,Ruse,Bulgaria,Bulgaria,Bulgarien,Europe,"Ruse, Bulgaria","Ruse, Bulgaria","Ruse, Bulgarien",Elias_Canetti,https://en.wikipedia.org/wiki/Elias_Canetti,Q80064,https://www.wikidata.org/wiki/Q80064,laureate,https://api.nobelprize.org/2/laureate/658,Get,application/json,1994-08-14,Zurich,Zurich,Zurich,Switzerland,Sveits,Schweiz,Zurich,Zurich,Zurich,Switzerland,Sveits,Schweiz,Europe,"Zurich, Switzerland","Zurich, Sveits","Zurich, Schweiz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,male,NA,NA,NA,Elias James Corey,Elias James Corey,NA,Elias James,Elias James,NA,Corey,Corey,NA,Elias James Corey,Elias James Corey,NA,1928-07-12,"Methuen, MA","Methuen, MA","Methuen, MA",USA,USA,USA,"Methuen, MA","Methuen, MA","Methuen, MA",USA,USA,USA,North America,"Methuen, MA, USA","Methuen, MA, USA","Methuen, MA, USA",Elias_James_Corey,https://en.wikipedia.org/wiki/Elias_James_Corey,Q135171,https://www.wikidata.org/wiki/Q135171,laureate,https://api.nobelprize.org/2/laureate/275,Get,application/json,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,male,NA,NA,NA,Élie Ducommun,Élie Ducommun,NA,Élie,Élie,NA,Ducommun,Ducommun,NA,Élie Ducommun,Élie Ducommun,NA,1833-02-19,Geneva,Genève,Genève,Switzerland,Sveits,Schweiz,Geneva,Genève,Genève,Switzerland,Sveits,Schweiz,Europe,"Geneva, Switzerland","Genève, Sveits","Genève, Schweiz",Élie_Ducommun,https://en.wikipedia.org/wiki/Élie_Ducommun,Q122368,https://www.wikidata.org/wiki/Q122368,laureate,https://api.nobelprize.org/2/laureate/464,Get,application/json,1906-12-07,Bern,Bern,Bern,Switzerland,Sveits,Schweiz,Bern,Bern,Bern,Switzerland,Sveits,Schweiz,Europe,"Bern, Switzerland","Bern, Sveits","Bern, Schweiz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,male,NA,NA,NA,Elie Wiesel,Elie Wiesel,NA,Elie,Elie,NA,Wiesel,Wiesel,NA,Elie Wiesel,Elie Wiesel,NA,1928-09-30,Sighet,Sighet,Sighet,Romania,Romania,Rumänien,Sighet,Sighet,Sighet,Romania,Romania,Rumänien,Europe,"Sighet, Romania","Sighet, Romania","Sighet, Rumänien",Elie_Wiesel,https://en.wikipedia.org/wiki/Elie_Wiesel,Q18391,https://www.wikidata.org/wiki/Q18391,laureate,https://api.nobelprize.org/2/laureate/548,Get,application/json,2016-07-02,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,North America,"New York, NY, USA","New York, NY, USA","New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,male,NA,NA,NA,Elihu Root,Elihu Root,NA,Elihu,Elihu,NA,Root,Root,NA,Elihu Root,Elihu Root,NA,1845-02-15,"Clinton, NY","Clinton, NY","Clinton, NY",USA,USA,USA,"Clinton, NY","Clinton, NY","Clinton, NY",USA,USA,USA,North America,"Clinton, NY, USA","Clinton, NY, USA","Clinton, NY, USA",Elihu_Root,https://en.wikipedia.org/wiki/Elihu_Root,Q220619,https://www.wikidata.org/wiki/Q220619,laureate,https://api.nobelprize.org/2/laureate/480,Get,application/json,1937-02-07,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,North America,"New York, NY, USA","New York, NY, USA","New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,female,NA,NA,NA,Elinor Ostrom,Elinor Ostrom,NA,Elinor,Elinor,NA,Ostrom,Ostrom,NA,Elinor Ostrom,Elinor Ostrom,NA,1933-08-07,"Los Angeles, CA","Los Angeles, CA","Los Angeles, CA",USA,USA,USA,"Los Angeles, CA","Los Angeles, CA","Los Angeles, CA",USA,USA,USA,North America,"Los Angeles, CA, USA","Los Angeles, CA, USA","Los Angeles, CA, USA",Elinor_Ostrom,https://en.wikipedia.org/wiki/Elinor_Ostrom,Q153761,https://www.wikidata.org/wiki/Q153761,laureate,https://api.nobelprize.org/2/laureate/846,Get,application/json,2012-06-12,"Bloomington, IN","Bloomington, IN","Bloomington, IN",USA,USA,USA,"Bloomington, IN","Bloomington, IN","Bloomington, IN",USA,USA,USA,North America,"Bloomington, IN, USA","Bloomington, IN, USA","Bloomington, IN, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
